,id,date_created,no_of_likes,no_of_reply,source,tweets,url,username,location
406,1322150456144076806,2020-10-30 12:16:47+00:00,443,62,Twitter for iPhone,"On behalf of my family, I convey my condolences to the families and wards, the management and staff of the school, the Catholic Diocese of Awgu and the Enugu State Government. May their precious souls rest in peace. Amen. -PO",https://twitter.com/PeterObi/status/1322150456144076806,PeterObi,Nigeria
407,1322150454424383489,2020-10-30 12:16:47+00:00,2108,315,Twitter for iPhone,"I am heartbroken by reports of the loss of 21 persons mostly school children of Presentation Nursery and Primary School in a ghastly accident in Mgbowo, Agwu LGA of Enugu state.",https://twitter.com/PeterObi/status/1322150454424383489,PeterObi,Nigeria
408,1319338401477386243,2020-10-22 18:02:41+00:00,533,48,Twitter for iPhone,"For every life lost, we all lost; for everyone harmed, we are all harmed; for every public or private assets destroyed, our collective assets are destroyed.

This is not who we are and must not be allowed to continue. Ours is to build, not to destroy.",https://twitter.com/PeterObi/status/1319338401477386243,PeterObi,Nigeria
409,1319338399845830659,2020-10-22 18:02:41+00:00,1363,116,Twitter for iPhone,"It is evident that our enemies have infiltrated peaceful #EndSARS protests, and they are now using it to kill and harm innocent people, destroy public assets and properties of fellow Nigerians.",https://twitter.com/PeterObi/status/1319338399845830659,PeterObi,Nigeria
410,1318873581422546946,2020-10-21 11:15:39+00:00,726,49,Twitter for iPhone,My deepest condolences to the families and friends of all those affected. May their souls rest in peace and their memory a blessing. -PO,https://twitter.com/PeterObi/status/1318873581422546946,PeterObi,Nigeria
411,1318873578104889344,2020-10-21 11:15:39+00:00,743,20,Twitter for iPhone,"We cannot be wasting precious lives that represent the foundation of our future. It is not just a loss to the families who are grieving, but the collective loss of our nation.",https://twitter.com/PeterObi/status/1318873578104889344,PeterObi,Nigeria
412,1318873576402001924,2020-10-21 11:15:38+00:00,624,18,Twitter for iPhone,To imagine that young people seeking to enthrone a better Nigeria where shot at even while they were singing the national anthem is unconscionable.,https://twitter.com/PeterObi/status/1318873576402001924,PeterObi,Nigeria
413,1318873574871019520,2020-10-21 11:15:38+00:00,7729,684,Twitter for iPhone,The killing of peaceful protesters at the Lekki Toll Gate and other parts of the country yesterday is condemnable. It should not have happened.,https://twitter.com/PeterObi/status/1318873574871019520,PeterObi,Nigeria
414,1318589522486153216,2020-10-20 16:26:55+00:00,1742,303,Twitter for iPhone,"On this day of Ecumenical International prayer for peace with the theme ""No one is saved alone"", I call on all Christians in Nigeria to pray for peace and progress of Nigeria, and also for the care of the youths and less privileged in our country. -PO",https://twitter.com/PeterObi/status/1318589522486153216,PeterObi,Nigeria
415,1317461502861901825,2020-10-17 13:44:34+00:00,31203,2063,Twitter for iPhone,"Your #CandleLight memorial of yesterday shows that you place premium value on your fallen patriots. I heard you loud and clear and stand in solidarity with you in the quest for a #BetterNigeria.
#EndSARS
#EndPoliceBrutality
#EndInsecurityNow",https://twitter.com/PeterObi/status/1317461502861901825,PeterObi,Nigeria
